,Pos,P+,Artist and Title,Days,Pk,(x?),Pts,Pts+,TPts,US,UK,DE,AU,JP,AT,BE,CA,CH,ES,FR,ID,IN,IT,MX,NL,RU,TH,TR,ZA,AE,BR,CO,DK,HK,IE,LU,MY,NO,NZ,PH,PL,SE,SG,TW,AR,CL,CR,CZ,EC,EE,EG,FI,GR,GT,HU,IL,KE,KZ,LB,LT,NG,PE,PT,RO,SA,SI,SK,UA,VN,DATE
216,17,+1,Coldplay - A Sky Full of Stars,2265,1,(x10),7418,1052,10.141,153.0,5.0,,34.0,,,,81.0,31.0,191.0,34.0,,49.0,107.0,12.0,43.0,,,,133.0,26.0,18.0,24.0,21.0,,7.0,,78.0,,,81.0,100.0,3.0,91.0,,6.0,16.0,10.0,7.0,14.0,,15.0,,46.0,9.0,58.0,33.0,31.0,,4.0,26.0,,26.0,25.0,46.0,62.0,17.0,,,,2024-07-01
217,18,+2,BeyoncÃ© - TEXAS HOLD 'EM,141,1,(x32),7152,1193,1.755,166.0,76.0,9.0,22.0,,13.0,24.0,61.0,14.0,43.0,11.0,,,53.0,,75.0,,,,28.0,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-01
218,19,-3,Dasha - Austin,119,10,,6959,-372,0.739,38.0,23.0,18.0,11.0,,14.0,28.0,19.0,20.0,,134.0,,,,,92.0,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-01
219,20,-1,Artemas - i like the way you kiss me,98,3,(x1),6702,432,0.909,177.0,114.0,8.0,40.0,,21.0,9.0,,117.0,21.0,9.0,,,23.0,,,,,28.0,,,,,,,18.0,,,10.0,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-01
220,21,-4,"Jaxomy, Agatino Romero & Raffaella CarrÃ - Pedro",88,7,,6266,-582,0.68,,,11.0,,,3.0,4.0,,16.0,6.0,,91.0,,33.0,,11.0,19.0,,,,,,,29.0,,,,,,,,,,,,,,,2.0,,,,,,,4.0,,,,,,,,,,,,,,,2024-07-01
221,22,+4,Jax - too young to be old,3,22,,5954,1091,0.014,26.0,50.0,52.0,19.0,,25.0,,45.0,43.0,,89.0,27.0,,,,,,,,51.0,,,,,74.0,47.0,,,11.0,,,,,,,,,,19.0,,,,,,,,,,,,,,,,,,,,,,2024-07-01
222,23,-2,Teddy Swims - The Door,164,17,,5736,-5,0.564,40.0,10.0,,23.0,,,78.0,28.0,12.0,,20.0,,,,,24.0,,,,,,,,,,,,,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-01
223,24,+19,Coldplay - Fix You,200,24,,5637,2509,2.647,52.0,4.0,131.0,26.0,,,,14.0,,37.0,118.0,47.0,,47.0,,,,,,,,,,,51.0,12.0,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-01
224,25,=,Post Malone - I Had Some Help,54,5,,5108,235,0.385,2.0,41.0,,10.0,,,110.0,4.0,,,,,,97.0,,,,,,,,,,,,17.0,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-01
225,26,+3,Mark Ambor - Belong Together,103,11,,5057,416,0.573,159.0,35.0,28.0,88.0,,6.0,87.0,26.0,24.0,,,,,,,55.0,,,,,,,,44.0,,13.0,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,2024-07-01
226,27,-4,Taylor Swift - Fortnight,74,1,(x6),4910,-189,0.636,45.0,97.0,27.0,30.0,,,50.0,32.0,126.0,,43.0,,,,24.0,,,,,,,,,,,15.0,,,,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-01
227,28,-1,Post Malone - Pour Me A Drink,11,10,,4838,59,0.075,4.0,62.0,178.0,8.0,,,,3.0,,,,,,,,64.0,,43.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-01
228,29,-7,Kendrick Lamar - Not Like Us,58,5,,4834,-305,0.307,5.0,77.0,,84.0,,,,22.0,,,128.0,,14.0,,,,,122.0,,2.0,,31.0,,,,,,,,11.0,,,,,73.0,,,,,,,,,,,,8.0,,,,,,,,,,,,,,2024-07-01
229,30,=,Taylor Swift - Cruel Summer,417,1,(x6),4681,332,2.778,35.0,34.0,94.0,38.0,,,100.0,66.0,,,56.0,19.0,,,,,,65.0,,,,,,,,3.0,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.0,2024-07-01
230,31,-7,"Chappell Roan - Good Luck, Babe",59,21,,4386,-627,0.158,20.0,33.0,116.0,32.0,,,,18.0,140.0,,,,,,86.0,110.0,,,,,,,,,,16.0,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-01
231,32,+5,KAROL G - Si Antes Te Hubiera Conocido,11,28,,4184,546,0.042,58.0,,119.0,,,,,,17.0,1.0,143.0,,,30.0,2.0,,,,,,,,2.0,,,,3.0,,,,,,,,,,2.0,,,1.0,,,,,,,,,,,,,6.0,,,,,,,,2024-07-01
232,33,+5,Jelly Roll - I Am Not Okay,20,21,,3687,105,0.094,3.0,107.0,,15.0,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-01
233,34,+5,ILLIT - Magnetic,99,17,,3455,8,0.389,,,,,25.0,65.0,,,197.0,,,30.0,,,,,,21.0,30.0,,,,,,46.0,,,,,,,,,2.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,18.0,2024-07-01
234,35,-3,Wyn Starks - Who I Am,7,31,,3424,-668,0.025,98.0,57.0,89.0,41.0,,,,11.0,,,31.0,,,102.0,,,,,,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-01
235,36,-3,Tommy Richman - MILLION DOLLAR BABY,66,13,,3370,-541,0.327,11.0,93.0,176.0,20.0,,,,35.0,,,,,,,,111.0,,131.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-01
236,37,+4,Dua Lipa - Training Season,137,1,(x2),3363,191,0.921,,40.0,87.0,46.0,,,80.0,117.0,18.0,,13.0,,,88.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-01
237,38,+18,Imagine Dragons - Wake Up,4,38,,3322,977,0.009,79.0,109.0,49.0,53.0,,67.0,,39.0,8.0,,,,,99.0,114.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-01
238,39,-5,Christine and the Queens - Full of life,28,28,,3312,-565,0.098,,13.0,36.0,,,45.0,,,,,53.0,,,32.0,,,,,,,,,,,,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-01
239,40,-4,"Jax Jones, Joel Corry & Jason Derulo - Tonight",4,22,,3218,-421,0.018,,39.0,37.0,,,60.0,53.0,127.0,5.0,,,,,135.0,,,,,,,,,,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-01
240,41,-6,Coldplay - Viva la Vida,1507,7,,3217,-523,6.012,171.0,8.0,104.0,99.0,,,,,96.0,,49.0,,,67.0,38.0,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-01
241,42,+3,BE:FIRST X ATEEZ - Hush-Hush,2,42,,3111,73,0.006,155.0,,154.0,,1.0,,,,191.0,,93.0,130.0,,,133.0,,135.0,,78.0,,,,5.0,,,,,,,,12.0,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-01
242,43,+3,Ella Langley & Riley Green - you look like you love me,11,43,,3061,30,0.032,13.0,91.0,,33.0,,,,17.0,,,,,,,144.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-01
243,44,+72,KISS OF LIFE - Sticky,2,44,,3052,1523,0.005,148.0,,,185.0,90.0,,,108.0,,,152.0,42.0,,,,,,11.0,39.0,,,15.0,,,,,,,,,20.0,,,18.0,10.0,,,,,,,,,,,,,,,,,,4.0,,,33.0,,,,,2024-07-01
244,45,-1,Zach Bryan - Pink Skies,39,26,,3030,-19,0.135,8.0,,,25.0,,,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-01
245,46,+39,"Adam Port, Stryv, Keinemusik, Orso & Malachiii - Move",17,34,,2948,1175,0.04,,194.0,56.0,,,56.0,46.0,,132.0,53.0,81.0,,,41.0,,27.0,,,54.0,,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,56.0,,,,,,2024-07-01
246,47,-16,Miley Cyrus - Flowers,536,1,(x119),2855,-1379,6.398,60.0,104.0,54.0,106.0,,,45.0,67.0,105.0,,52.0,,,127.0,61.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-01
247,48,+23,Benson Boone - Slow It Down,101,17,,2716,705,0.253,55.0,92.0,,28.0,,,,50.0,,,87.0,,,,,66.0,,,,,,,,,,,,,,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-01
248,49,+27,Coldplay - Hymn for the Weekend,510,6,,2617,697,4.765,,25.0,,,,,,,77.0,,61.0,28.0,149.0,,,,,,,187.0,37.0,,,,,22.0,,84.0,,,,,,,,,,,72.0,,,38.0,,,,,38.0,,,13.0,,,,,63.0,,,32.0,,,2024-07-01
249,50,-10,Snollebollekes - Links Rechts,15,28,,2531,-655,0.304,,,7.0,,,,,,37.0,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-01
250,51,+32,Wiz Khalifa - See You Again,2278,1,(x95),2531,715,9.53,,,,94.0,,139.0,,,73.0,,,,146.0,,32.0,,,,,125.0,23.0,84.0,38.0,,117.0,116.0,,58.0,,61.0,,109.0,,84.0,,44.0,52.0,,67.0,18.0,,40.0,,,18.0,46.0,51.0,9.0,66.0,10.0,,7.0,,45.0,49.0,52.0,21.0,37.0,,131.0,2024-07-01
251,52,NEW,NCT WISH - Songbird,3,52,,2520,2394,0.007,,,,,41.0,,,,,,,23.0,,,,,,12.0,,,,,,,41.0,,,,,,13.0,,,,28.0,,,,,,,,,,,,,,,,,,,,,,,,,5.0,2024-07-01
252,53,-2,Kabin Crew - The Spark,19,24,,2514,-237,0.062,165.0,89.0,85.0,35.0,,,12.0,,151.0,,,,,,,104.0,,,,,,,,,,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-01
253,54,-7,Ed Sheeran - Perfect,2677,1,(x62),2485,-541,14.858,145.0,,125.0,188.0,,149.0,64.0,149.0,,,,,172.0,106.0,,,147.0,143.0,,130.0,34.0,19.0,86.0,,151.0,,,59.0,,,79.0,73.0,14.0,88.0,,62.0,73.0,,50.0,,,16.0,,,,30.0,,11.0,,,,26.0,47.0,,31.0,66.0,19.0,23.0,,113.0,2024-07-01
254,55,+4,floyymenor & Cris Mj - Gata Only,82,36,,2482,203,0.194,,,68.0,,,,51.0,,58.0,,19.0,,,55.0,75.0,65.0,,,,,,,,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,2024-07-01
255,56,+22,Dua Lipa - Houdini,233,1,(x14),2472,579,1.811,,52.0,93.0,,,,38.0,48.0,26.0,,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-01
256,57,-7,"Meduza, OneRepublic & Leony - Fire",53,28,,2432,-480,0.129,,,13.0,,,43.0,90.0,,22.0,,,,,,,96.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-01
257,58,+26,YOASOBI - UNDEAD,2,58,,2387,581,0.004,,,,,2.0,,,,,66.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-01
258,59,-10,Coldplay - Yellow,164,34,,2371,-576,1.6,141.0,9.0,,100.0,,,,111.0,108.0,,69.0,,,,,,,,,,,,,,,,,,,,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-01
259,60,=,NewJeans - Supernatural,11,19,,2320,48,0.044,,,,,20.0,,,,,,,67.0,,,,,,27.0,,,,,,,5.0,,,,,,,,,,17.0,,,,,,,,,,,,,,,,,,,,,,,,,94.0,2024-07-01
260,61,+5,Marshmello & Kane Brown - Miles on It,60,19,,2201,94,0.189,16.0,,,,,,,8.0,,,,,,,,,,,,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-01
261,62,-20,DJ Tons - Always Remember Us This Way,162,13,,2134,-996,0.456,,142.0,33.0,91.0,,,111.0,121.0,62.0,,77.0,,,132.0,,,,,,,,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-01
262,63,-11,Peter Schilling - Major Tom,37,48,,2123,-431,0.15,,,1.0,,,39.0,,,93.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-01
263,64,+18,Ed Sheeran - Shape of You,2535,1,(x110),2107,274,12.499,,,,,,146.0,,,45.0,196.0,,,141.0,,,,,,,128.0,20.0,112.0,51.0,,139.0,,33.0,67.0,,,85.0,68.0,,,,48.0,59.0,29.0,48.0,,65.0,10.0,,38.0,,29.0,41.0,7.0,22.0,8.0,32.0,,,29.0,36.0,49.0,14.0,19.0,51.0,90.0,2024-07-01
264,65,-12,Lady Gaga - Always Remember Us This Way,1755,2,(x18),2097,-432,7.131,,198.0,,128.0,,,32.0,110.0,76.0,34.0,98.0,,,110.0,47.0,,,,,,,,,,,,,151.0,,,144.0,133.0,,,,,,,56.0,,,,,,,,,,,,,,,,79.0,,,25.0,,115.0,2024-07-01
265,66,-3,P!nk - Just Give Me a Reason,1715,1,(x23),2025,-215,9.831,,,,,,127.0,,,,,,,,,195.0,,,,,147.0,58.0,72.0,13.0,136.0,148.0,99.0,28.0,62.0,51.0,42.0,73.0,96.0,148.0,87.0,,9.0,21.0,,52.0,,,,89.0,,5.0,34.0,46.0,22.0,69.0,38.0,29.0,,24.0,35.0,45.0,,12.0,35.0,,,2024-07-01
266,67,-10,"Sevdaliza, Pabllo Vittar & Yseult - Alibi",5,39,,2019,-277,0.012,,,,,,,,,,,,5.0,,,14.0,,,,,,,7.0,,,,,,2.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,47.0,2024-07-01
267,68,-6,Taylor Swift - Shake It Off,905,1,(x47),2012,-252,8.225,173.0,60.0,107.0,61.0,,,,192.0,,,,,,89.0,70.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-01
268,69,+17,Nickelback - How You Remind Me,6,69,,2002,231,0.303,51.0,164.0,,43.0,,,,20.0,,,,,,174.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-01
269,70,+18,Coldplay - Paradise,827,2,(x8),1994,252,7.798,,17.0,,196.0,,,,187.0,,,101.0,46.0,,,,,,,,,,,,,,24.0,,,,,,,,,,,108.0,,9.0,,,,,,,,,,,,,,120.0,,,,,,,,2024-07-01
270,71,+33,Eclipse - Sudden Shower,69,29,,1993,403,0.164,,,,,,,,,,,,3.0,,,,,,54.0,,,,,,,31.0,,,17.0,,,25.0,,,5.0,67.0,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-01
271,72,-14,Adele - Hello,2727,1,(x111),1987,-299,10.495,,,,187.0,,134.0,,,,185.0,,,,,,,73.0,,,124.0,,,,148.0,,100.0,20.0,,62.0,45.0,86.0,64.0,151.0,85.0,,,,,47.0,,49.0,6.0,69.0,37.0,,32.0,31.0,6.0,57.0,2.0,14.0,4.0,,26.0,30.0,44.0,2.0,18.0,43.0,107.0,2024-07-01
272,73,+64,The Chainsmokers & Coldplay - Something Just Like This,818,2,(x59),1986,645,6.621,,27.0,,58.0,,,,,,,,,164.0,,,,,,,134.0,48.0,,,,159.0,,,,,,94.0,119.0,,,,,,,,,,51.0,,,,,,,,,37.0,,,,,,28.0,28.0,,179.0,2024-07-01
273,74,+73,Sia - Unstoppable,1450,3,(x7),1963,697,6.315,125.0,200.0,128.0,45.0,,,,132.0,,,,,,,46.0,74.0,,,,,,,,,,,,115.0,,,,,,,33.0,,,,,,,29.0,,,,,,,73.0,,,,,,47.0,,,,,98.0,2024-07-01
274,75,-11,Coldplay - The Scientist,47,50,,1886,-348,1.702,,11.0,,,,,72.0,,110.0,,113.0,,,,,,,,,,,,,,,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-01
275,76,-22,Coldplay - Adventure of a Lifetime,342,2,(x2),1866,-549,4.192,,26.0,,,,17.0,,,,,,,,,,,,,,174.0,,,,,,,,,,,,138.0,,,,51.0,54.0,,,,,44.0,,,,,40.0,,,,46.0,,46.0,,60.0,,34.0,,,,2024-07-01
276,77,NEW,My First Story & HYDE - å¤¢å¹»,13,41,,1830,1830,0.028,,,,,3.0,,,,,,,,,,,,,129.0,,,,,,,32.0,,,,,,,,,,95.0,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-01
277,78,-4,Elton John & Dua Lipa - Cold Heart,983,1,(x91),1828,-112,7.452,,47.0,,129.0,,,66.0,155.0,,,104.0,,,,,,27.0,,,,,,,,,,,,,,,98.0,,,,,,,,,,,,,,,,,32.0,,16.0,,,,,,,,,,2024-07-01
278,79,-18,Kelsea Ballerini & Noah Kahan - Cowboys Cry Too,4,34,,1813,-459,0.011,25.0,,,71.0,,,,57.0,,,,,,,,,,,,,,,,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-01
279,80,-3,Ac/Dc - Thunderstruck,430,21,,1782,-121,2.658,81.0,151.0,,125.0,,,,40.0,81.0,,,,,166.0,37.0,,,,,184.0,,,,,,,,,,,,101.0,,,,,49.0,,,,,,,,,,,,,,,,,,51.0,,42.0,,,,2024-07-01
280,81,-9,Luke Combs - Ain't No Love In Oklahoma,47,25,,1769,-231,0.143,22.0,,,117.0,,,,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-01
281,82,-1,Mark Ronson - Uptown Funk,2333,1,(x20),1751,-107,10.989,,,,,,,,,74.0,186.0,96.0,,176.0,,199.0,,,,,,33.0,89.0,23.0,,141.0,106.0,,104.0,,41.0,87.0,105.0,,,,5.0,13.0,5.0,66.0,,,60.0,144.0,,7.0,47.0,,30.0,,16.0,,,22.0,,96.0,,23.0,40.0,,,2024-07-01
282,83,+9,The Kolors - Italodisco,349,16,,1736,92,1.007,,,71.0,,,19.0,,,48.0,,,,,37.0,,,,,,,,,,,,,,,,,,117.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-01
283,84,-19,"$OHO BANI, Herbert Groenemeyer & Ericson - ZEIT, DASS SICH WAS DREHT",69,56,,1709,-439,0.126,,,10.0,,,,,,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-01
284,85,-37,Journey - Don't Stop Believin',197,20,,1703,-1246,2.493,150.0,,157.0,31.0,,,,129.0,,,,,,,34.0,,,,,,,,,,,90.0,,,,,,,137.0,,,,,,,,,,,,,,,,,,,,68.0,,,,,,,,2024-07-01
285,86,+40,Coldplay - Clocks,27,86,,1697,253,1.028,,14.0,,142.0,,,,136.0,,,116.0,,,,,,,,,,,,,,,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-01
286,87,+66,Roland Kaiser - Mein Geheimnis,11,48,,1691,444,0.019,,,21.0,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-01
287,88,+1,Fun. - We Are Young,1010,1,(x22),1688,-31,8.432,,,,,,122.0,,36.0,,192.0,,,,,197.0,,,,,,,79.0,21.0,,,91.0,31.0,118.0,,,130.0,94.0,150.0,,,26.0,40.0,16.0,,12.0,68.0,,112.0,,12.0,55.0,,,,,31.0,,35.0,17.0,38.0,,18.0,,,,2024-07-01
288,89,-20,Noah Kahan - Stick Season,237,10,,1686,-391,0.912,107.0,55.0,,83.0,,,,47.0,145.0,,,,,,,,,,,,,,,,,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-01
289,90,+12,Jung Kook - Standing Next to You,120,1,(x7),1670,67,0.545,,,,2.0,,,,,,,,,,,,,,112.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-01
290,91,-11,Ed Sheeran - Thinking Out Loud,2714,2,(x14),1665,-196,11.398,,,,,,,,,,194.0,,,,,,,,,,161.0,27.0,65.0,25.0,,,,,63.0,,43.0,72.0,102.0,,86.0,,22.0,17.0,6.0,61.0,9.0,67.0,93.0,,,10.0,,,16.0,,19.0,49.0,23.0,20.0,32.0,40.0,,13.0,31.0,,,2024-07-01
291,92,+19,NewJeans - How Sweet,39,21,,1651,88,0.106,,,,,35.0,,,,,,,,,,,,,38.0,,,,,,,17.0,,,,,,,,,,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-01
292,93,-25,Nickelback - Rockstar,55,54,,1640,-447,0.312,44.0,165.0,,98.0,,,,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-01
293,94,-39,Ricchi & Poveri - SarÃ perchÃ© ti amo,357,28,,1635,-728,0.841,,,60.0,,,33.0,34.0,,88.0,,103.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-01
294,95,+109,Christina Perri - A Thousand Years,2140,17,,1635,636,7.2,130.0,,126.0,123.0,,,,,79.0,,170.0,,180.0,,,,,146.0,,145.0,,20.0,93.0,,149.0,102.0,,60.0,,,83.0,,,89.0,,61.0,104.0,32.0,59.0,24.0,,48.0,,,,,,,,,,,63.0,38.0,123.0,,,,,162.0,2024-07-01
295,96,+26,Creepy Nuts - Bling-Bang-Bang-Born,177,5,,1616,148,0.485,,,,,5.0,,,,,,,,,,,,,178.0,,,,,,,,,,,,,,,,,59.0,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-01
296,97,+61,Zach Bryan - I Remember Everything,292,16,,1612,385,0.798,41.0,,,63.0,,,,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-01
297,98,+2,Laback & Alexis Carlier - Titanic x My Heart Will Go On,6,84,,1599,-12,0.01,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.0,,,,,,,,,,2024-07-01
298,99,+32,Imagine Dragons - Eyes Closed,27,5,,1585,191,0.136,93.0,,150.0,72.0,,,,53.0,61.0,,80.0,,,146.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-01
299,100,+15,Tommy Richman - DEVIL IS A LIE,11,83,,1572,39,0.02,42.0,160.0,,52.0,,,,122.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,2024-07-01
300,101,-11,Luke Combs - Remember Him That Way,18,33,,1570,-130,0.047,67.0,,,24.0,,,,114.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-01
301,102,+5,Udo Lindenberg & Apache 207 - Komet,525,26,,1568,-11,1.404,,,38.0,,,12.0,,,92.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-01
302,103,-16,AYLIVA & Apache 207 - Wunder,67,35,,1565,-204,0.162,,,5.0,,,,,,122.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-01
303,104,+53,NewJeans - Bubble Gum,33,26,,1550,320,0.079,,,,,22.0,,,,,,,,,,,,,77.0,,,,,,,19.0,,,,,,,,,,64.0,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-01
304,105,-8,"Balkonultra, Marc Eggers & Ikke HÃ¼ftgold - Pyrotechnik",13,71,,1536,-86,0.025,,,26.0,,,50.0,,,63.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-01
305,106,+14,Tananai & Annalisa - STORIE BREVI,26,76,,1521,11,0.037,,,,,,,,,13.0,,,,,1.0,,120.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-01
306,107,+3,INI - LOUD,11,94,,1508,-60,0.017,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-01
307,108,-3,Koe Wetzel & Jessie Murph - High Road,25,36,,1506,-79,0.057,28.0,,,68.0,,,,103.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-01
308,109,+9,Lee Young Ji - Small girl,11,32,,1500,-12,0.029,,,,,,,,,,,,58.0,,,,,,26.0,,,,,,,24.0,,,11.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,174.0,2024-07-01
309,110,+42,Guns N' Roses - Sweet Child o' Mine,123,8,,1499,250,1.934,134.0,154.0,,152.0,,,,163.0,,41.0,,,,,54.0,,,,,,,22.0,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-01
310,111,-17,"Daft Punk, Pharrell Williams & Nile Rodgers - Get Lucky",330,46,,1496,-145,0.513,,,,,,,,,,,158.0,,,,196.0,,,,,,35.0,70.0,10.0,,194.0,,,144.0,,88.0,106.0,67.0,,,,1.0,11.0,4.0,65.0,4.0,74.0,53.0,,,6.0,,59.0,,74.0,7.0,40.0,,19.0,27.0,62.0,,25.0,44.0,,,2024-07-01
311,112,NEW,ROF-MAO - DiVE N,1,112,,1476,1476,0.001,,,,,7.0,,,,,,,,,,,,,,,,,,,,92.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-01
312,113,+26,Da-iCE - I wonder,73,104,,1450,109,0.094,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-01
313,114,+14,Red Velvet - Cosmic,8,18,,1442,27,0.021,,,,,,,,,,,,14.0,,,,,,25.0,,,,,,,61.0,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,32.0,2024-07-01
314,115,-17,mgk - Sun To Me,4,48,,1435,-177,0.008,53.0,,195.0,74.0,,,,126.0,,,,,,,,,,,182.0,57.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-01
315,116,-13,"SDP, Sido & Esther Graf - Mama hat gesagt",60,40,,1430,-165,0.107,,,22.0,,,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-01
316,117,-18,TOGENASHITOGEARI - Iâm here,4,62,,1417,-195,0.007,,,,,13.0,,,,,,,,,,,,,,,,,,,,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-01
