,Artist,Streams,Daily,As lead,Solo,As feature
1289,Cuco,2512.3,1.007,2392.2,1834.7,120.1
1290,Dynoro,2506.4,0.531,2113.4,118.1,393.0
1291,Coi Leray,2500.1,0.968,1007.4,675.3,1492.7
1292,Kordhell,2498.6,0.906,2285.9,2013.4,212.8
1293,Los Invasores De Nuevo León,2490.0,1.639,2467.2,2378.7,22.8
1294,Virlan Garcia,2486.4,1.509,2442.3,2224.4,44.1
1295,Eros Ramazzotti,2486.2,1.483,2411.9,1932.1,74.3
1296,Werenoi,2486.0,4.277,2237.2,1595.1,248.8
1297,Chris Jedi,2485.2,0.967,1868.5,,616.7
1298,MKTO,2482.6,0.577,2460.5,2413.0,22.1
1299,Marca MP,2480.5,0.832,2118.1,1819.7,362.4
1300,Deorro,2480.3,0.69,2196.2,406.9,284.1
1301,Franco De Vita,2480.2,0.963,2285.1,1491.2,195.0
1302,LMFAO,2478.6,1.115,2124.8,858.5,353.8
1303,Counting Crows,2478.3,1.254,2472.1,2201.0,6.2
1304,¥$,2478.0,1.821,2478.0,,
1305,Jacquees,2477.4,0.965,1763.9,990.5,713.5
1306,Rashmi Virag,2476.6,1.753,31.8,,2444.8
1307,Eurythmics,2470.6,0.795,2451.8,1.3,18.8
1308,Baby Gang,2461.6,1.905,1626.3,340.7,835.3
1309,M.I.A.,2460.9,0.974,1873.4,1725.5,587.4
1310,Øneheart,2459.9,1.91,2393.2,743.5,66.7
1311,Tion Wayne,2457.4,0.646,1182.7,117.9,1274.7
1312,Kenny Rogers,2452.1,1.416,1874.7,1510.8,577.4
1313,Sky Rompiendo,2448.7,1.38,753.8,,1694.9
1314,BØRNS,2448.6,0.779,2428.3,2373.2,20.4
1315,Majid Jordan,2447.3,0.891,984.8,603.7,1462.5
1316,The National,2445.4,0.687,2231.4,2075.4,214.1
1317,Janelle Monáe,2444.6,0.791,940.7,558.6,1503.9
1318,Río Roma,2444.5,0.676,2206.8,1318.5,237.7
1319,Freddie Dredd,2439.0,0.63,2146.2,1952.4,292.8
1320,Chicago,2437.9,1.526,2437.9,2432.8,
1321,Supernova Ent,2436.8,2.746,173.0,,2263.8
1322,C418,2436.1,1.616,2436.1,2428.8,
1323,Will Smith,2434.4,0.973,1878.4,1713.3,556.0
1324,Artemas,2434.2,2.68,2408.0,2372.3,26.2
1325,Hamza,2431.6,2.496,1381.5,920.8,1050.0
1326,Sara Bareilles,2431.5,0.559,2320.1,2235.9,111.5
1327,Billy Idol,2431.0,1.771,2176.3,2056.2,254.7
1328,Air Supply,2429.6,1.673,2427.6,2417.3,2.0
1329,Manuel Medrano,2428.6,1.954,2206.9,2007.6,221.7
1330,Shoreline Mafia,2426.6,2.146,2214.0,944.7,212.6
1331,deadmau5,2426.3,0.659,2000.7,982.0,425.6
1332,Ángela Aguilar,2424.3,1.002,767.2,489.8,1657.1
1333,Pouya,2423.1,0.885,1221.9,545.7,1201.2
1334,Earl Sweatshirt,2421.7,0.909,1389.1,704.6,1032.6
1335,Djonga,2420.7,1.471,1590.1,47.7,830.7
1336,Fonseca,2420.1,1.122,1958.4,1536.8,461.7
1337,Arizona Zervas,2419.2,0.326,2374.2,2261.2,45.0
1338,Jarabe De Palo,2419.2,1.31,2348.7,2148.7,70.5
1339,Lil Kleine,2417.3,0.879,1471.1,633.3,946.3
1340,INXS,2414.2,1.159,2387.9,2374.9,26.3
1341,Lupe Fiasco,2413.6,1.069,1919.1,825.2,494.5
1342,W&W,2410.0,1.913,1283.8,304.6,1126.2
1343,Martin Solveig,2407.8,0.611,1803.6,115.7,604.1
1344,Modern Talking,2407.2,1.884,2407.2,2235.5,
1345,Lenin Ramírez,2403.4,0.917,1917.8,547.1,485.7
1346,$NOT,2402.6,0.53,1592.6,853.1,810.0
1347,Fivio Foreign,2402.3,0.495,599.4,161.7,1802.9
1348,Duran Duran,2401.1,1.834,2401.1,2363.4,
1349,Karthik,2400.1,2.186,1152.2,299.7,1247.9
1350,Def Leppard,2398.5,1.346,2398.5,2377.4,
1351,Ella Eyre,2396.8,0.618,646.3,613.6,1750.5
1352,Big Ali,2395.9,1.697,21.4,,2374.5
1353,Beny Jr,2395.7,1.985,1706.8,834.1,689.0
1354,Chinmayi,2394.6,2.842,132.8,78.6,2261.8
1355,Tom Petty and the Heartbreakers,2394.3,1.237,2299.3,2287.7,95.1
1356,Selena Gomez & The Scene,2393.5,1.022,2393.5,2381.2,
1357,Chalino Sanchez,2392.4,2.223,2360.9,1071.8,31.5
1358,Coolio,2389.4,1.172,2376.7,184.6,12.7
1359,Sleep Token,2388.2,6.159,2388.2,2363.8,
1360,Angus & Julia Stone,2386.6,0.598,2315.5,2315.5,71.0
1361,Ñejo,2386.6,1.476,668.8,169.9,1717.8
1362,Willie Colón,2378.6,1.708,1914.1,1112.1,464.5
1363,Micro TDH,2378.3,1.135,1208.7,773.5,1169.6
1364,Lalo Ebratt,2377.4,0.553,629.5,2.1,1747.8
1365,Julio Iglesias,2377.0,1.338,2237.4,1860.9,139.6
1366,Riley Green,2376.9,3.187,2053.9,1800.4,323.0
1367,Antonio Aguilar,2373.0,1.556,2234.4,2052.6,138.6
1368,Arcade Fire,2372.6,0.701,2372.6,2255.4,
1369,White 2115,2372.4,1.178,1136.0,815.3,1236.3
1370,Carpenters,2371.1,1.034,2371.1,2291.2,
1371,Omah Lay,2370.5,2.773,1600.1,1370.6,770.4
1372,Luck Ra,2368.5,2.019,1834.3,162.0,534.2
1373,Grimes,2367.1,0.85,2052.0,1765.8,315.1
1374,Icona Pop,2366.9,1.053,1852.7,554.9,514.2
1375,Wu-Tang Clan,2365.8,0.85,2201.9,1484.2,163.9
1376,The Greatest Showman Ensemble,2363.2,0.721,19.2,19.2,2343.9
1377,MC Kevinho,2362.8,0.585,1533.7,991.3,829.0
1378,Bausa,2362.3,0.813,1131.7,661.8,1230.6
1379,Mc Paiva ZS,2360.1,1.393,1293.8,29.3,1066.3
1380,Fujii Kaze,2358.4,1.789,2297.8,2283.3,60.6
1381,Pink Sweat$,2357.3,0.673,2135.7,1844.3,221.5
1382,Wolfgang Amadeus Mozart,2354.5,1.064,2291.5,,63.0
1383,Neil Young,2344.4,1.519,2320.1,1883.3,24.3
1384,Shaboozey,2343.1,3.726,2074.3,1746.8,268.8
1385,Vaundy,2341.8,1.894,2268.4,2242.3,73.4
1386,Luar La L,2339.2,2.169,753.9,553.2,1585.3
1387,"Tito ""El Bambino""",2338.7,1.21,1655.3,827.5,683.5
1388,Kina,2337.2,0.444,2287.7,351.8,49.5
1389,Quality Control,2337.2,0.64,2336.6,,0.6
1390,Mr. Probz,2336.1,0.856,1898.6,596.6,437.5
1391,Antônio Carlos Jobim,2335.2,1.222,1015.0,769.9,1320.2
1392,Alvaro Soler,2335.0,0.74,1819.9,1254.0,515.1
1393,Tinie Tempah,2334.7,0.529,1394.4,209.2,940.3
1394,Alanis Morissette,2334.7,1.15,2309.0,2292.0,25.7
1395,The Walters,2330.5,1.435,2327.0,2324.0,3.6
1396,WOS,2329.5,0.909,2115.5,1930.6,214.0
1397,SDM,2329.2,2.641,1543.4,1066.7,785.8
1398,Valentín Elizalde,2327.0,0.933,2316.9,2291.2,10.1
1399,Maite Perroni,2326.8,0.891,379.9,92.5,1946.8
1400,The Temptations,2325.0,0.783,2270.9,2263.5,54.1
1401,Rkomi,2324.6,1.135,1499.1,555.5,825.5
1402,NEFFEX,2315.5,0.814,2272.3,2251.2,43.2
1403,No Doubt,2313.8,1.121,2313.2,2128.0,0.6
1404,Ronnie Flex,2312.0,0.884,693.9,130.1,1618.1
1405,Los Cadetes De Linares,2311.0,1.566,2310.7,2299.0,0.4
1406,Juicy Luicy,2310.8,2.405,2025.6,1896.0,285.1
1407,Pashanim,2310.3,3.043,2087.2,1873.9,223.1
1408,Tiara Andini,2309.0,2.092,1790.8,1440.7,518.2
1409,Night Lovell,2307.2,0.655,1932.7,1617.8,374.5
1410,Brantley Gilbert,2304.6,0.722,2116.1,1693.3,188.5
1411,Rusherking,2302.3,0.662,767.1,6.9,1535.2
1412,León Larregui,2302.1,1.198,2095.5,2006.1,206.7
1413,Brett Young,2300.0,0.699,2143.3,2086.0,156.7
1414,Miranda!,2298.1,1.721,2217.4,1680.5,80.7
1415,I Prevail,2296.6,1.06,2174.9,2006.7,121.7
1416,Jin,2294.3,8.967,2057.0,1972.4,237.3
1417,Brad Paisley,2293.7,0.708,2158.5,1591.6,135.2
1418,Nadin Amizah,2292.6,2.656,1983.0,1964.2,309.6
1419,Method Man,2290.1,0.78,893.0,238.7,1397.1
1420,Miguel Bosé,2289.9,1.62,2076.6,1444.4,213.3
1421,Lary Over,2285.5,0.75,764.8,38.4,1520.7
1422,070 Shake,2285.4,0.911,580.3,369.5,1705.0
1423,Roberto Carlos,2282.0,1.163,2227.3,2099.0,54.7
1424,Ariel Camacho y Los Plebes Del Rancho,2279.9,1.311,2278.9,2088.3,1.0
1425,VIZE,2278.0,0.423,1043.7,4.3,1234.3
1426,Asake,2277.7,2.24,1747.5,1276.5,530.2
1427,Ramin Djawadi,2277.5,0.59,2275.4,2118.3,2.1
1428,Soundgarden,2277.4,1.181,2277.4,2272.2,
1429,Mc Poze do Rodo,2277.1,1.759,1379.4,,897.7
1430,Blxst,2276.7,1.022,1157.9,419.8,1118.9
1431,Emmanuel,2274.7,1.157,2215.2,2092.8,59.5
1432,Sam Cooke,2266.7,0.667,2241.7,2208.2,25.0
1433,Shankar-Ehsaan-Loy,2260.9,2.731,2147.1,17.7,113.9
1434,Billy Ray Cyrus,2260.1,0.478,287.4,259.6,1972.7
1435,Descemer Bueno,2258.2,0.962,74.8,3.9,2183.4
1436,Cults,2253.3,1.058,1516.7,1514.4,736.7
1437,Léo Santana,2252.1,0.567,1494.5,701.3,757.6
1438,Oruam,2246.8,3.147,774.4,,1472.4
1439,Rainbow Kitten Surprise,2245.7,1.335,2245.7,2221.4,
1440,Flo Milli,2245.6,1.793,1381.2,1186.7,864.4
1441,Babasonicos,2241.7,1.463,2233.0,2228.5,8.6
1442,Jimmy Eat World,2240.6,0.889,2240.6,2209.4,
1443,John Martin,2240.0,0.779,58.3,41.5,2181.6
1444,Vacations,2239.2,1.359,2236.7,2233.7,2.5
1445,FINNEAS,2237.6,0.91,1735.3,1732.9,502.3
1446,GloRilla,2233.1,3.161,1429.2,637.3,803.9
1447,Darius Rucker,2232.5,1.026,2075.9,2020.8,156.6
1448,Godsmack,2232.3,0.889,2225.6,2225.6,6.7
1449,The All-American Rejects,2229.7,1.219,2229.7,2229.7,
1450,Baco Exu do Blues,2229.0,1.267,1701.6,920.4,527.5
1451,Edgardo Nuñez,2219.6,2.829,825.5,618.6,1394.2
1452,Martin Jensen,2219.4,0.242,1556.0,985.1,663.4
1453,Lily-Rose Depp,2218.6,2.39,68.1,68.1,2150.5
1454,Kidz Bop Kids,2213.3,0.792,2213.3,2212.9,
1455,Lacrim,2212.2,1.265,1774.6,958.3,437.6
1456,Dustin Lynch,2211.1,0.723,2110.0,1685.0,101.0
1457,Lefty Sm,2210.9,1.39,1817.3,733.5,393.6
1458,Survivor,2210.8,0.982,2210.8,2210.8,
1459,Anthony Ramos,2210.6,0.975,112.6,112.6,2098.0
1460,Angèle,2209.2,0.714,1551.6,1239.2,657.6
1461,Cole Swindell,2207.8,0.944,2170.0,1933.3,37.8
1462,Cypress Hill,2207.5,0.847,2135.3,1706.6,72.2
1463,Pamungkas,2207.3,1.79,2197.9,2160.2,9.4
1464,Tz da Coronel,2205.9,1.601,1090.2,91.6,1115.7
1465,Kid Rock,2204.3,1.012,1967.0,1684.7,237.3
1466,LP,2203.5,0.824,2124.0,2109.1,79.5
1467,City Girls,2203.2,0.493,1128.9,683.5,1074.3
1468,Chris Tomlin,2202.0,0.976,1895.2,1592.8,306.8
1469,Lil Dicky,2200.8,0.358,2094.4,570.4,106.4
1470,Tom Walker,2200.1,0.424,1938.8,1767.5,261.3
1471,Coez,2199.1,0.657,1495.3,1264.9,703.8
1472,Javed Ali,2197.7,2.453,874.8,497.9,1322.8
1473,Damian Marley,2197.4,1.08,1226.3,687.9,971.1
1474,Alex Warren,2195.3,12.437,2195.3,2032.0,
1475,BIGBANG,2194.4,1.292,2194.4,2185.0,
1476,Jamiroquai,2194.0,1.091,2179.2,2083.5,14.7
1477,The Doobie Brothers,2193.3,1.966,2193.3,2172.8,
1478,James TW,2191.7,0.27,2153.3,2151.3,38.4
1479,Vulgo FK,2188.1,1.897,993.5,1.6,1194.7
1480,James Taylor,2185.4,0.878,2018.1,1966.4,167.3
1481,Neil Diamond,2181.5,0.832,2179.0,2134.2,2.4
1482,CHVRCHES,2180.4,0.414,1408.0,1262.2,772.5
1483,Bedoes 2115,2179.8,0.967,1169.3,4.1,1010.5
1484,Lola Indigo,2179.8,1.06,1493.7,326.8,686.0
1485,Orelsan,2179.0,0.425,1925.3,1389.2,253.7
1486,Cordae,2176.4,0.67,1494.3,767.7,682.1
1487,A Tribe Called Quest,2176.4,0.705,2174.8,1677.0,1.6
1488,88rising,2173.3,0.874,1813.1,,360.2
1489,Upchurch,2172.1,0.568,2003.3,1459.3,168.8
1490,Keri Hilson,2171.0,1.094,820.5,339.9,1350.5
1491,Sage The Gemini,2170.7,1.065,1080.7,554.7,1090.0
1492,Keyshia Cole,2170.4,1.607,1754.5,1159.1,416.0
1493,Waka Flocka Flame,2170.4,1.076,1493.8,283.3,676.7
1494,Dennis Lloyd,2170.1,0.558,1988.5,1817.9,181.6
1495,Conor Maynard,2170.1,0.325,861.9,757.3,1308.2
1496,Legião Urbana,2169.7,1.173,2169.7,2169.2,
1497,Aitch,2168.2,0.78,956.5,314.2,1211.7
1498,Astrid S,2167.7,0.643,1421.2,1272.4,746.5
1499,Santhosh Narayanan,2164.5,2.274,1736.7,179.1,427.8
1500,Matchbox Twenty,2162.0,1.069,2162.0,2160.9,
1501,Surf Curse,2159.7,1.483,2159.7,2142.9,
1502,Riton,2158.9,0.511,2105.1,,53.8
1503,Los Fabulosos Cadillacs,2156.3,0.898,2156.3,2156.3,
1504,Emeli Sandé,2155.6,0.397,1291.4,1228.9,864.2
1505,Dreamville,2154.2,0.545,1974.2,,179.9
1506,Sheila On 7,2149.5,3.707,2149.5,2135.1,
1507,Boyz II Men,2146.5,0.985,1692.6,1626.2,453.9
1508,Crystal Castles,2145.7,1.257,2011.9,1683.1,133.8
1509,Digital Farm Animals,2145.6,0.237,164.6,11.3,1981.0
1510,Alejandra Guzman,2141.8,1.103,1770.5,1649.1,371.2
1511,Etta James,2141.2,0.948,2134.1,2109.8,7.1
1512,Pooh Shiesty,2140.9,0.981,1324.9,368.6,816.0
1513,Wall Hein,2140.8,1.394,1.3,,2139.4
1514,Okieriete Onaodowan,2137.3,0.979,148.4,,1988.9
1515,Ratatat,2136.5,0.737,465.7,464.1,1670.9
1516,Robin Thicke,2136.3,0.797,1524.6,462.8,611.6
1517,Billy Currington,2135.6,1.023,2076.0,2067.4,59.6
1518,Stone Temple Pilots,2134.2,1.412,2134.2,2134.2,
1519,Isabel LaRosa,2133.8,1.537,2133.8,2129.9,
1520,Genesis,2132.3,1.075,2132.3,2124.1,
1521,Maggie Rogers,2131.6,0.864,1745.2,1711.0,386.3
1522,Kenny Loggins,2130.8,0.834,2084.4,1975.0,46.4
1523,Lennon Stella,2130.7,0.286,900.3,617.9,1230.4
1524,Steely Dan,2128.6,1.123,2126.2,2125.1,2.3
1525,Young the Giant,2128.5,0.913,2128.5,2120.1,
1526,Matisse,2127.9,0.553,1862.2,940.4,265.7
1527,Mario,2126.8,0.727,2046.4,1944.1,80.4
1528,Xand Avião,2125.5,1.043,922.6,504.8,1202.9
1529,Ray Charles,2125.3,1.004,2075.3,1808.5,50.0
1530,KSI,2125.0,0.343,1781.6,486.1,343.4
1531,No Te Va Gustar,2124.8,1.16,2057.9,1408.8,66.9
1532,Lizzy McAlpine,2123.3,2.446,1920.5,1729.3,202.7
1533,Franz Ferdinand,2122.9,1.179,2102.6,2091.1,20.3
1534,Djo,2121.2,2.473,2121.2,2120.6,
1535,Pablo Chill-E,2121.0,1.781,722.9,269.8,1398.1
1536,Beck,2120.3,0.675,1922.8,1867.7,197.5
1537,King Gnu,2119.7,1.246,2119.7,2119.7,
1538,Mägo de Oz,2118.5,0.952,2116.9,2070.0,1.7
1539,KC Rebell,2118.3,0.502,1590.0,533.4,528.3
1540,Grupo Laberinto,2115.1,1.741,2071.8,2064.1,43.3
1541,Pinguini Tattici Nucleari,2112.4,1.442,1882.6,1873.4,229.8
1542,Kidd Keo,2110.6,0.915,1811.7,1195.8,299.0
1543,Keala Settle,2108.6,0.611,997.8,25.3,1110.8
1544,Erykah Badu,2107.7,0.862,1630.9,1525.6,476.8
1545,Ricky Montgomery,2106.3,1.351,2020.8,1926.9,85.5
1546,Takeoff,2105.9,0.706,663.5,643.7,1442.4
1547,Baby Rasta,2104.7,1.409,192.2,13.3,1912.5
1548,Frenna,2104.7,1.357,1294.9,367.8,809.8
1549,Neeti Mohan,2104.6,1.837,226.2,89.3,1878.4
1550,MC Marks,2104.4,1.814,856.7,241.5,1247.8
1551,Thaman S,2104.1,1.826,1776.9,55.3,327.2
1552,HAIM,2101.7,0.764,1487.6,1328.3,614.1
1553,Koba LaD,2101.3,0.684,1520.2,716.3,581.1
1554,Leo Dan,2099.0,1.346,2093.4,1436.8,5.6
1555,Racionais MC's,2092.3,1.93,2077.5,1893.0,14.9
1556,AnnenMayKantereit,2091.9,0.76,2029.2,1634.4,62.7
1557,Ashe,2091.3,0.873,1963.4,1193.8,127.9
1558,Yelawolf,2090.4,0.694,1656.4,1160.0,434.0
1559,Péricles,2088.8,1.076,1462.4,1128.7,626.4
1560,MIKA,2088.8,0.676,2011.9,1806.9,76.9
1561,King,2087.9,0.878,1956.2,1756.4,131.7
1562,Melim,2087.9,0.554,1761.2,1619.1,326.7
1563,Gabriela Rocha,2086.0,1.367,1553.8,1375.4,532.2
1564,GoldLink,2082.2,0.481,1634.0,158.7,448.2
1565,Capital Cities,2078.9,1.146,2077.0,2032.0,1.9
1566,Paloma Faith,2078.4,0.55,1587.1,1376.0,491.3
1567,America,2077.5,1.775,2077.5,834.4,
1568,Zezé Di Camargo & Luciano,2077.2,2.192,1882.9,1821.9,194.3
1569,The Jordanaires,2076.0,0.906,230.6,230.6,1845.4
1570,Simone & Simaria,2074.9,0.437,1431.1,860.3,643.8
1571,Bonnie Tyler,2074.5,1.048,2026.4,2008.3,48.2
1572,TAYA,2069.6,0.835,62.2,59.4,2007.4
1573,Christopher Jackson,2069.1,1.037,1077.7,4.4,991.4
1574,Jonita Gandhi,2066.2,1.413,41.8,4.1,2024.4
1575,Bob Sinclar,2065.7,1.866,2021.2,214.9,44.5
1576,Zacari,2063.2,0.999,127.1,54.0,1936.1
1577,Charles Ans,2062.4,1.097,1227.8,618.8,834.6
1578,Parampara Tandon,2061.8,2.623,28.6,1.5,2033.2
1579,Adolescent's Orquesta,2061.8,1.535,2061.6,2060.3,0.2
1580,Koe Wetzel,2061.0,1.758,1989.4,1688.0,71.5
1581,Jack Joseph Puig,2058.0,1.012,,,2058.0
1582,JC Reyes,2056.9,3.072,1363.2,185.8,693.7
1583,Jessie Murph,2055.9,4.045,1624.4,1197.3,431.5
1584,Anahí,2054.7,0.859,131.1,101.2,1923.6
1585,FMK,2054.6,0.546,708.3,119.9,1346.4
1586,Standly,2053.3,1.348,1068.6,676.9,984.7
1587,Chuck Berry,2052.7,0.595,2052.7,2044.3,
1588,Sofia Carson,2051.1,0.896,782.0,417.5,1269.1
1589,Fitz and The Tantrums,2049.5,1.118,1999.0,1978.7,50.5
1590,Waylon Jennings,2048.9,0.993,1331.0,850.3,717.9
1591,Los Auténticos Decadentes,2044.2,0.755,1981.3,1215.9,62.9
1592,Connor Price,2043.3,1.836,1604.0,488.1,439.2
1593,Felipe Amorim,2042.0,1.097,1267.6,635.0,774.5
1594,JP Saxe,2041.6,0.49,1955.5,433.4,86.2
1595,Vairamuthu,2041.1,1.872,71.5,0.1,1969.6
1596,Isaiah Rashad,2041.0,0.952,1800.6,920.7,240.5
1597,BIA,2040.8,0.65,544.8,203.0,1496.0
1598,George Harrison,2040.4,0.939,2038.7,2038.2,1.7
1599,Jimmy Buffett,2039.8,1.143,1128.9,1085.6,910.9
1600,Maverick City Music,2039.1,1.462,1410.2,23.5,628.8
1601,Dulce María,2037.0,0.88,114.2,84.8,1922.8
1602,Nagalli,2036.8,1.581,274.4,,1762.5
1603,Brando,2035.2,0.464,303.9,211.0,1731.4
1604,Imogen Heap,2035.1,3.572,1015.9,1004.2,1019.2
1605,Em Beihold,2035.0,1.038,599.3,597.9,1435.7
1606,Moira Dela Torre,2034.2,0.59,1596.0,1203.9,438.2
1607,Simply Red,2028.8,1.195,2026.8,1931.7,2.0
1608,Gregory Alan Isakov,2028.2,1.382,1991.5,1991.5,36.6
1609,Phillipa Soo,2026.4,1.113,939.6,234.8,1086.9
1610,LSD,2026.3,0.375,,,2026.3
1611,Olivia Newton-John,2025.2,1.076,814.4,740.5,1210.8
1612,Lomepal,2023.2,0.255,1890.6,1526.5,132.6
1613,Duke Dumont,2020.8,0.978,1938.6,1019.1,82.2
1614,Los Plebes del Rancho de Ariel Camacho,2020.4,0.799,1991.2,1643.9,29.1
1615,Lindsey Stirling,2019.6,0.505,1654.2,1382.0,365.3
1616,Alexis y Fido,2016.9,0.913,1662.0,1055.4,354.9
1617,MadeinTYO,2016.5,0.179,1300.2,725.4,716.2
1618,Maxwell,2016.2,0.477,334.8,62.5,1681.5
1619,Elefante,2014.8,1.431,1998.7,1995.2,16.1
1620,Mike Perry,2014.5,0.273,1654.0,143.3,360.5
1621,BENEE,2013.4,0.561,1608.6,774.0,404.8
1622,Deep Purple,2012.0,0.83,2012.0,1982.4,
1623,MERO,2007.8,0.608,1416.0,1060.4,591.8
1624,Lainey Wilson,2007.5,2.809,1352.0,1338.8,655.6
1625,Grateful Dead,2006.3,0.771,2000.2,1963.6,6.1
1626,Aimyon,2005.7,1.451,1949.8,1948.9,55.8
1627,Jake Owen,2000.0,0.582,1917.7,1874.1,82.3
1628,Los Inquietos Del Norte,1999.3,1.375,1985.2,1966.1,14.1
1629,K. S. Chithra,1998.4,2.085,501.9,231.2,1496.5
1630,The Chicks,1997.2,0.777,1771.0,1771.0,226.1
1631,Smash Mouth,1995.5,0.72,1991.5,1965.9,4.0
1632,Far East Movement,1990.1,0.899,1612.3,6.9,377.9
1633,Tommy Richman,1990.0,1.756,1756.2,1736.5,233.8
1634,Kiiara,1989.7,0.429,1141.2,939.2,848.5
1635,Neto Peña,1989.6,0.921,573.7,224.1,1415.9
1636,Boef,1989.3,0.437,1007.0,520.0,982.3
1637,Motive,1987.4,1.168,1648.3,1248.2,339.1
1638,HUMBE,1986.5,1.742,1703.7,1645.6,282.8
1639,GROUPLOVE,1985.8,0.63,1963.9,1936.9,21.9
1640,Bob Seger,1982.0,1.144,1937.7,1933.0,44.3
1641,Nate Ruess,1981.4,0.957,112.4,108.9,1869.1
1642,Yng Lvcas,1980.9,1.198,1711.8,368.7,269.1
1643,ZHU,1979.7,0.383,1760.9,1042.2,218.8
1644,Gloria Groove,1978.8,1.048,1202.7,985.5,776.1
1645,Dance Fruits Music,1977.7,0.244,1482.9,443.0,494.8
1646,James Brown,1977.6,0.72,1946.0,1657.3,31.6
1647,Fireboy DML,1977.4,1.466,1589.2,789.4,388.2
1648,C-Kan,1976.3,1.074,1312.3,501.1,664.1
1649,Azet,1975.5,1.173,1472.9,574.3,502.6
1650,The Verve,1975.5,1.08,1975.5,1974.6,
1651,RIN,1974.2,0.401,1709.1,1437.6,265.2
1652,Yorushika,1972.7,1.632,1972.7,1972.7,
1653,Greta Van Fleet,1971.2,0.65,1971.2,1971.2,
1654,RBD,1971.0,0.845,1971.0,50.2,
1655,Grupo Niche,1970.7,1.41,1967.4,1958.5,3.3
1656,The Alchemist,1970.6,1.139,738.9,108.8,1231.7
1657,The Kinks,1969.4,0.588,1969.4,1969.4,
1658,Ruel,1968.7,0.353,1767.4,1740.2,201.3
1659,AYLIVA,1968.4,1.256,1904.2,1469.9,64.2
1660,Heart,1968.3,1.066,1968.3,1960.8,
1661,Banda Sinaloense MS de Sergio Lizárraga,1966.7,0.909,1966.7,1966.7,
1662,J Hus,1966.3,0.621,1478.2,886.7,488.1
1663,Pet Shop Boys,1966.2,1.037,1923.9,1826.4,42.3
1664,Caetano Veloso,1965.2,0.699,1548.8,1089.1,416.5
1665,Hev Abi,1963.8,1.964,1230.7,988.0,733.1
1666,London Grammar,1960.9,0.533,1641.5,1523.1,319.4
1667,BK,1960.8,2.649,1136.3,9.5,824.5
1668,Eve,1959.8,1.102,1081.1,345.3,878.7
1669,Seafret,1959.4,0.863,1951.7,1713.7,7.7
1670,Disciples,1959.1,0.553,384.5,281.2,1574.6
1671,Benny Dayal,1958.9,1.57,753.3,75.3,1205.6
1672,Sheff G,1958.5,0.64,1440.3,667.0,518.2
1673,Yo-Yo Ma,1958.0,0.592,21.9,4.0,1936.1
1674,Madlib,1957.9,0.648,173.7,162.7,1784.3
1675,Alonzo,1955.5,0.984,1015.0,567.9,940.4
1676,Jack Ü,1954.7,0.318,1954.7,,
1677,Taiu,1953.7,0.82,4.9,,1948.8
1678,Bacilos,1953.3,0.944,1922.3,1856.9,30.9
1679,Ana Mena,1952.7,0.634,836.7,255.5,1116.0
1680,Cash Cash,1948.1,0.29,1495.1,79.9,453.0
1681,Men I Trust,1946.9,1.644,1946.9,1884.6,
1682,Sleepy John,1946.7,3.004,1942.0,1942.0,4.7
1683,Pesado,1946.0,1.334,1933.1,1660.8,12.9
1684,Juanka,1944.8,0.773,139.8,65.7,1805.0
1685,Alina Baraz,1944.1,0.382,1848.5,466.4,95.6
1686,Omar Montes,1943.9,0.841,967.7,80.1,976.3
1687,Steven Universe,1943.2,0.931,1943.2,41.3,
1688,Randy,1943.1,1.065,306.0,65.0,1637.1
1689,The Paper Kites,1942.4,0.768,1942.4,1762.9,
1690,Bas,1942.1,0.5,770.3,160.1,1171.8
1691,Andy Williams,1941.3,0.156,1937.9,1932.0,3.4
1692,Ghali,1940.1,0.645,1371.3,1059.0,568.8
1693,Fabri Fibra,1940.0,0.774,977.1,589.2,962.9
1694,YOVNGCHIMI,1938.1,1.158,617.4,80.2,1320.7
1695,Los Dareyes De La Sierra,1935.8,3.623,545.6,277.9,1390.3
1696,Luchè,1933.4,1.981,1137.6,743.0,795.7
1697,Lloyd,1930.9,1.564,1229.7,595.1,701.2
1698,Zé Vaqueiro,1930.0,0.742,1372.8,1228.6,557.2
1699,Jory Boy,1929.4,1.632,792.4,86.8,1137.0
1700,MK,1929.4,0.639,1035.7,243.6,893.7
1701,Headie One,1929.0,0.495,1209.0,282.9,720.0
1702,Dhanush,1927.3,1.692,534.4,48.4,1392.9
1703,Christian Chávez,1926.5,0.814,15.3,7.1,1911.2
1704,Bad Omens,1926.1,1.717,1864.0,1752.8,62.1
1705,Pras,1920.6,0.802,236.9,3.9,1683.7
1706,Alligatoah,1916.8,0.544,1736.0,1386.0,180.9
1707,LiSA,1916.8,0.881,1806.9,1681.7,109.9
1708,Guru Randhawa,1915.8,2.022,1718.6,420.9,197.2
1709,Omar Varela,1915.6,0.811,45.2,2.4,1870.3
1710,Phoenix,1913.5,0.643,1858.3,1785.5,55.2
1711,Masked Wolf,1913.0,0.406,1753.2,1439.6,159.8
1712,American Authors,1912.8,0.602,1903.8,1876.1,9.0
1713,BLOK3,1912.6,2.759,1866.4,1774.5,46.2
1714,Veronica Maggio,1911.5,0.919,1711.0,1609.1,200.5
1715,The-Dream,1909.8,0.682,651.8,458.4,1258.0
1716,Christopher von Uckermann,1907.4,0.859,4.0,4.0,1903.4
