,Artist and Title,Wks,T10,Pk,(x?),PkStreams,Total,Region
4148,Eminem - No Regrets,2,,51,,22373,35539,Slovakia
4149,Lorde - What Was That,1,,83,,35527,35527,Slovakia
4150,Burl Ives - Christmas Child,1,,125,,35477,35477,Slovakia
4151,Måneskin - Chosen,3,,164,,13088,35461,Slovakia
4152,CORPSE - HOT DEMON B!TCHES NEAR U ! ! !,2,,67,,21016,35393,Slovakia
4153,Ashnikko - Paint The Town Blue (from the series Arcane League of Legends),1,,114,,35390,35390,Slovakia
4154,Alan Murin - Suave,2,,135,,17986,35374,Slovakia
4155,Pitbull - Wild Wild Love,15,,24,,2795,35345,Slovakia
4156,Majk Spirit - FLY,1,,70,,35338,35338,Slovakia
4157,TWISTED - WORTH NOTHING,2,,166,,18030,35329,Slovakia
4158,Ariana Grande - NASA,3,,28,,19377,35308,Slovakia
4159,Joji - Run,2,,37,,22850,35271,Slovakia
4160,Ben Cristovao - Brighter Day,2,,191,,18079,35269,Slovakia
4161,Travis Scott - LOST FOREVER,1,,52,,35259,35259,Slovakia
4162,Saul - Premena,2,,36,,24466,35257,Slovakia
4163,Ed Sheeran - BLOW,3,,63,,14407,35253,Slovakia
4164,Momo - Fuck Fuck,2,,47,,21160,35239,Slovakia
4165,Zayo - VM,2,,60,,23232,35225,Slovakia
4166,Drake - Pain 1993,2,,58,,22442,35216,Slovakia
4167,Future - Ice Attack,1,,65,,35214,35214,Slovakia
4168,Jason Derulo - Trumpets,22,,26,,3613,35211,Slovakia
4169,Karlo - Kto?,1,,71,,35195,35195,Slovakia
4170,Lil Peep - Broken Smile (My All),3,,25,,17517,35181,Slovakia
4171,Robo Opatovsky - Vianoce,1,,125,,35154,35154,Slovakia
4172,Karlo - Gaston,1,,80,,35118,35118,Slovakia
4173,Kygo - Kids in Love,5,,31,,11396,35088,Slovakia
4174,Grace VanderWaal - So Much More Than This,10,,158,,3929,35077,Slovakia
4175,¥$ - FRIED,1,,79,,34981,34981,Slovakia
4176,Cardi B - Be Careful,5,,60,,9674,34938,Slovakia
4177,Queen - Radio Ga Ga - Live Aid,5,,121,,8220,34927,Slovakia
4178,Nik Tendo - Obě Strany,1,,79,,34915,34915,Slovakia
4179,Ed Sheeran - Save Myself,6,,34,,12898,34884,Slovakia
4180,El Profesor - Bella ciao - HUGEL Remix,7,,148,,5614,34844,Slovakia
4181,Bad Bunny - Sensualidad,7,,99,,5561,34831,Slovakia
4182,Viktor Sheen - Nápisy,3,,37,,16894,34824,Slovakia
4183,Rilès - Pesetas,3,,133,,12107,34796,Slovakia
4184,Eminem - Farewell,2,,53,,21646,34786,Slovakia
4185,Sima - Princíp Vzájomnosti,8,,128,,5208,34782,Slovakia
4186,Ozuna - Vaina Loca,6,,109,,6019,34778,Slovakia
4187,Separ - Plyn,3,,97,,13564,34729,Slovakia
4188,Sima - Klasicky,4,,107,,11079,34664,Slovakia
4189,Hozier - Someone New,22,,89,,1903,34647,Slovakia
4190,Yzomandias - Rehab,5,,70,,9220,34631,Slovakia
4191,Black Eyed Peas - I Gotta Feeling,2,,166,,18934,34628,Slovakia
4192,Yzomandias - PRCVL,1,,45,,34581,34581,Slovakia
4193,Porsche Boy - shawty,1,,91,,34561,34561,Slovakia
4194,Zayo - BAG,3,,41,,17956,34510,Slovakia
4195,Coldplay - Let Somebody Go,2,,60,,20817,34491,Slovakia
4196,Paul McCartney - Wonderful Christmastime - Remastered 2011 / Edited Version,4,,55,,10628,34475,Slovakia
4197,Yzomandias - HORE HIGH,1,,46,,34473,34473,Slovakia
4198,Rammstein - Zick Zack,2,,105,,18267,34464,Slovakia
4199,Ektor - Kancelář,8,,132,,5128,34460,Slovakia
4200,Majk Spirit - Žiariš,4,,71,,12485,34458,Slovakia
4201,Samey - X,1,,85,,34457,34457,Slovakia
4202,Sima - Kde Je Limit,3,,131,,14527,34379,Slovakia
4203,Sima - Blizko,3,,139,,14055,34367,Slovakia
4204,mgk - ay!,2,,73,,19347,34345,Slovakia
4205,dlx - Mne Malo Malo Malo Tebya,2,,96,,18047,34305,Slovakia
4206,Beyoncé - Drunk in Love,19,,12,,2676,34305,Slovakia
4207,Nik Tendo - BALEAK,1,,68,,34301,34301,Slovakia
4208,Gavin James - Nervous (The Ooh Song) - Mark McCabe Remix,16,,110,,2648,34237,Slovakia
4209,salem ilese - Mad at Disney,3,,142,,12201,34213,Slovakia
4210,Playboi Carti - DIS 1 GOT IT,1,,105,,34189,34189,Slovakia
4211,Eminem - Trouble,1,,96,,34187,34187,Slovakia
4212,Rida Radar - Nonstop High,3,,72,,14151,34185,Slovakia
4213,Sergei Barracuda - Na dosah,2,,125,,17543,34173,Slovakia
4214,Nicky Jam - X - Remix,5,,74,,7962,34166,Slovakia
4215,Saul - Nový Svet,2,,41,,23392,34128,Slovakia
4216,Kali - Neviem Sám,9,,75,,6124,34121,Slovakia
4217,Axwell /\ Ingrosso - Sun Is Shining,15,,44,,3466,34086,Slovakia
4218,Lauv - Modern Loneliness,3,,103,,12292,34002,Slovakia
4219,Kali - Prostredný,3,,144,,11983,33991,Slovakia
4220,charlieonnafriday - Enough,2,,108,,18267,33959,Slovakia
4221,Ariana Grande - Bad To You,2,,42,,19992,33932,Slovakia
4222,Lauv - Getting Over You,6,,87,,6772,33925,Slovakia
4223,Megan Thee Stallion - Body,3,,183,,12638,33921,Slovakia
4224,Saul - Satén,2,,40,,23633,33921,Slovakia
4225,Kelly Clarkson - Heartbeat Song,9,,15,,5488,33909,Slovakia
4226,Nicki Minaj - Anaconda,16,,28,,3109,33907,Slovakia
4227,Shimmi - 808SEX,1,,63,,33868,33868,Slovakia
4228,Who Is Fancy - Boys Like You,15,,78,,2465,33840,Slovakia
4229,Momo - Liek,2,,54,,21447,33799,Slovakia
4230,Nik Tendo - Triko,1,,78,,33798,33798,Slovakia
4231,Eminem - Fuel,1,,103,,33763,33763,Slovakia
4232,Lil Pump - Racks on Racks,3,,35,,15824,33734,Slovakia
4233,Travis Scott - PARASAIL,1,,55,,33722,33722,Slovakia
4234,Iggy Azalea - Team,11,,46,,4995,33720,Slovakia
4235,Dara Rolins - Vtedy Su Vianoce,2,,83,,23005,33649,Slovakia
4236,¥$ - BEG FORGIVENESS,1,,66,,33556,33556,Slovakia
4237,Nik Tendo - Nerozumíš Mi,2,,37,,21674,33551,Slovakia
4238,Fobia Kid - Air Force 1,2,,69,,17764,33532,Slovakia
4239,Zayo - LETO FREESTYLE,2,,69,,21791,33431,Slovakia
4240,Future - WAIT FOR U,2,,101,,18644,33406,Slovakia
4241,Eminem - Little Engine,2,,56,,21167,33372,Slovakia
4242,H16 - Westside,2,,46,,21551,33327,Slovakia
4243,Radikal Chef - Nogger,3,,35,,14191,33314,Slovakia
4244,mgk - emo girl,2,,102,,16775,33297,Slovakia
4245,Lil Mosey - Stuck In A Dream,3,,78,,12489,33268,Slovakia
4246,Pil C - Zoo,4,,28,,13654,33202,Slovakia
4247,Imagine Dragons - Boomerang,3,,30,,16379,33174,Slovakia
4248,mgk - make up sex,2,,72,,20115,33173,Slovakia
4249,Nik Tendo - OH SHIT,1,,95,,33168,33168,Slovakia
4250,J Balvin - No Es Justo,6,,121,,6004,33148,Slovakia
4251,Kali - Pravda Je Len Jedna,9,,77,,6042,33101,Slovakia
4252,Post Malone - 92 Explorer,4,,39,,12983,33092,Slovakia
4253,MEIZMEN - Jinej druh,2,,101,,17874,33061,Slovakia
4254,Thomas Gold - Magic,6,,57,,6590,33040,Slovakia
4255,Sergei Barracuda - Démon,2,,55,,20296,33009,Slovakia
4256,Billie Eilish - TV,2,,86,,19407,32996,Slovakia
4257,Poo Bear - Hard 2 Face Reality,6,,74,,7662,32921,Slovakia
4258,Camila Cabello - Consequences - orchestra,5,,84,,8752,32901,Slovakia
4259,N.E.R.D - Lemon - Drake Remix,4,,61,,8693,32897,Slovakia
4260,DJ Prod - Pri Tebe,1,,62,,32894,32894,Slovakia
4261,Eminem - Lucifer,1,,110,,32862,32862,Slovakia
4262,Phil Phauler - Dreams,1,,50,,32854,32854,Slovakia
4263,Gryffin - Whole Heart,12,,81,,3362,32850,Slovakia
4264,Momo - Mysel vs. Srdce,2,,61,,19985,32838,Slovakia
4265,ALMA - Chasing Highs,11,,144,,3374,32838,Slovakia
4266,Drake - Massive,2,,144,,16503,32832,Slovakia
4267,Nick Jonas - Jealous,15,,28,,3504,32831,Slovakia
4268,Billie Eilish - Oxytocin,2,,59,,21247,32805,Slovakia
4269,Harry Styles - Kiwi,7,,71,,5811,32795,Slovakia
4270,Kodak Black - Roll In Peace,9,,148,,5679,32781,Slovakia
4271,Eminem - Rap God,17,,114,,2459,32772,Slovakia
4272,"Drake - Hold On, We're Going Home",25,,17,,1779,32768,Slovakia
4273,Ben Cristovao - Napořád,1,,96,,32764,32764,Slovakia
4274,Ego - SKIBIDY,1,,92,,32720,32720,Slovakia
4275,Alan Murin - 1000 Básni,2,,155,,16701,32684,Slovakia
4276,"$uicideboy$ - Are You Going to See the Rose in the Vase, or the Dust on the Table",1,,94,,32680,32680,Slovakia
4277,Zayo - WITCH,2,,70,,21699,32675,Slovakia
4278,Saul - Mayday,2,,50,,21889,32610,Slovakia
4279,Martin Garrix - Burn Out,5,,60,,10452,32604,Slovakia
4280,Pop Smoke - Tell The Vision,2,,66,,20440,32556,Slovakia
4281,Yzomandias - FUKK DAT,1,,51,,32502,32502,Slovakia
4282,Karel Gott - Svet Lásku Má,1,,144,,32472,32472,Slovakia
4283,Ektor - CEO,1,,108,,32472,32472,Slovakia
4284,DMS - Logdán,1,,45,,32468,32468,Slovakia
4285,Adele - Rolling in the Deep,14,,107,,13201,32451,Slovakia
4286,mgk - bloody valentine,3,,114,,13668,32399,Slovakia
4287,SIMILIVINLIFE - Výnimka,1,,51,,32398,32398,Slovakia
4288,Konex - Šach Mat,2,,72,,20067,32395,Slovakia
4289,Zwette - Go Solo,3,,158,,11445,32314,Slovakia
4290,Strapo - Nééasi,4,,57,,10683,32282,Slovakia
4291,P T K - TRAPPIN LONELY,2,,131,,16128,32236,Slovakia
4292,Karlo - Nevedeli kadiaľ ísť,2,,46,,21562,32228,Slovakia
4293,Saul - Raz Budem Chápať,1,,65,,32203,32203,Slovakia
4294,Karlo - Nonstop,2,,44,,21788,32181,Slovakia
4295,James Arthur - Empty Space,4,,89,,8980,32173,Slovakia
4296,Taylor Swift - loml,1,,97,,32164,32164,Slovakia
4297,Radikal Chef - Paradoxy,3,,41,,13774,32144,Slovakia
4298,Linkin Park - Battle Symphony,7,,52,,9068,32141,Slovakia
4299,Kanye West - Moon,2,,72,,19950,32092,Slovakia
4300,Kali - Možem,3,,92,,12244,32077,Slovakia
4301,Rytmus - Ďakujem,9,,61,,6140,32068,Slovakia
4302,Idina Menzel - Baby It's Cold Outside (duet with Michael Bublé),1,,152,,32053,32053,Slovakia
4303,Sam Feldt - Show Me Love,20,,65,,2351,32044,Slovakia
4304,Lil Wayne - Mona Lisa,3,,20,,16219,32036,Slovakia
4305,Lady Gaga - Garden Of Eden,1,,96,,32026,32026,Slovakia
4306,Rytmus - Hladám Odpoveď,9,,52,,6608,32020,Slovakia
4307,Kali - Pozri Sa Mi Do Očí,5,,163,,6826,32005,Slovakia
4308,Diplo - Color Blind,6,,111,,6383,31991,Slovakia
4309,Porsche Boy - SUSTAK BOY,1,,118,,31983,31983,Slovakia
4310,Konex - Pedal To The Gas,2,,70,,20309,31976,Slovakia
4311,Anita Kerr Singers - Jingle Bell Rock,3,,22,,15018,31972,Slovakia
4312,Calin - Šedá obloha,1,,124,,31952,31952,Slovakia
4313,Rytmus - Cem Šetko A Teraz,8,,42,,7290,31931,Slovakia
4314,Yzomandias - Puff Puff Pass [🦚🦚🐕],1,,59,,31858,31858,Slovakia
4315,Rytmus - PRI SEBE,1,,99,,31853,31853,Slovakia
4316,Michael Bublé - Winter Wonderland,1,,148,,31834,31834,Slovakia
4317,Yeat - Psycho CEO,1,,67,,31805,31805,Slovakia
4318,carolesdaughter - Violent,3,,183,,10923,31805,Slovakia
4319,Shimmi - H1TNEM!,1,,72,,31803,31803,Slovakia
4320,Travis Scott - CAROUSEL,3,,20,,18872,31799,Slovakia
4321,Hotel Ugly - Shut up My Moms Calling,2,,165,,16997,31774,Slovakia
4322,Sigala - We Don't Care,5,,79,,7152,31771,Slovakia
4323,"Hana Zagorová - Zima, Zima, Zima, Zima",1,,149,,31757,31757,Slovakia
4324,Lil Peep - Sex with My Ex,3,,34,,16003,31752,Slovakia
4325,benny blanco - Bad Decisions,2,,103,,17626,31717,Slovakia
4326,Vance Joy - Georgia,24,,90,,1470,31716,Slovakia
4327,Radikal Chef - Patrik Šefranko,3,,64,,13280,31697,Slovakia
4328,Taylor Swift - The Smallest Man Who Ever Lived,1,,102,,31646,31646,Slovakia
4329,"Shimmi - ""conspiracy""",1,,73,,31645,31645,Slovakia
4330,Twenty One Pilots - Morph,3,,19,,17609,31636,Slovakia
4331,Saul - Bliss,2,,51,,21386,31590,Slovakia
4332,KHANS - Tak Mi Pomôž Keď Som Sám,1,,157,,31547,31547,Slovakia
4333,Justin Bieber - 2 Much,2,,59,,19651,31533,Slovakia
4334,Kendrick Lamar - hey now,1,,134,,31527,31527,Slovakia
4335,Rytmus - V Mojich Predstavách,9,,57,,6229,31523,Slovakia
4336,Karlo - Karlo Free,1,,94,,31510,31510,Slovakia
4337,Justin Bieber - Loved By You,2,,64,,18922,31489,Slovakia
4338,Shimmi - NA PROBLÉMY MÁŠ CELÝ ROK,2,,126,,15958,31488,Slovakia
4339,Fall Out Boy - Irresistible,12,,63,,3269,31485,Slovakia
4340,Loko Loko - Padá lístie,1,,48,,31455,31455,Slovakia
4341,Post Malone - Blame It On Me,4,,36,,13265,31433,Slovakia
4342,Sergei Barracuda - Sem v pořádku,2,,142,,16473,31419,Slovakia
4343,Momo - Vácej,2,,66,,19216,31411,Slovakia
4344,Eminem - Alfred - Interlude,2,,61,,20697,31386,Slovakia
4345,Marshmello - Light It Up,3,,39,,13944,31385,Slovakia
4346,Kendrick Lamar - reincarnated,1,,137,,31378,31378,Slovakia
4347,Desmod - Kométa,3,,190,,10770,31378,Slovakia
4348,Taylor Swift - Fresh Out The Slammer,1,,107,,31374,31374,Slovakia
4349,accelerate - sure thing (sped up),2,,190,,15910,31362,Slovakia
4350,Jengi - Bel Mercy,2,,187,,15820,31341,Slovakia
4351,Adele - Someone Like You,20,,82,,2128,31319,Slovakia
4352,Karel Gott - Jsou Svátky,1,,153,,31300,31300,Slovakia
4353,Kali - Tatko,1,,109,,31285,31285,Slovakia
4354,Duch - Noc,3,,176,,10538,31271,Slovakia
4355,A$AP Rocky - Fukk Sleep,4,,35,,12462,31264,Slovakia
4356,Camila Cabello - Cry for Me,2,,43,,16586,31252,Slovakia
4357,6ix9ine - TUTU,2,,58,,19503,31233,Slovakia
4358,Tea Janee - Divine Timing,1,,49,,31207,31207,Slovakia
4359,Dame - VOCAP 2,1,,79,,31204,31204,Slovakia
4360,Rytmus - Berci,1,,65,,31204,31204,Slovakia
4361,Luca Brassi10x - Scam,1,,57,,31195,31195,Slovakia
4362,Carly Rae Jepsen - Run Away With Me,16,,60,,2696,31186,Slovakia
4363,Frank Sinatra - Let It Snow! Let It Snow! Let It Snow!,1,,150,,31152,31152,Slovakia
4364,Nik Tendo - MOSHPIT,1,,102,,31152,31152,Slovakia
4365,Rosa Walton - I Really Want to Stay at Your House,2,,149,,16066,31146,Slovakia
4366,Lil Nas X - Old Town Road - Remix,2,,45,,15896,31144,Slovakia
4367,J. Cole - m y . l i f e,2,,73,,17601,31137,Slovakia
4368,CAZZETTE - Blind Heart,11,,22,,3719,31097,Slovakia
4369,SIMILIVINLIFE - Do teba,1,,58,,31068,31068,Slovakia
4370,Majk Spirit - GUCCI,2,,58,,18839,31019,Slovakia
4371,Mat McHugh - Sideways,8,,99,,4749,30970,Slovakia
4372,Konex - Sick Flow,2,,71,,20206,30968,Slovakia
4373,Eminem - Antichrist,1,,122,,30967,30967,Slovakia
4374,Mairee - Uno Dos Tres,2,,132,,16518,30963,Slovakia
4375,Ella Fitzgerald - Sleigh Ride,3,,138,,13449,30930,Slovakia
4376,Fetty Wap - Again,14,,59,,2886,30912,Slovakia
4377,Khalid - The Ways,4,,54,,9736,30902,Slovakia
4378,NF - Lie,5,,83,,7262,30884,Slovakia
4379,James Newton Howard - The Hanging Tree,14,,19,,4533,30870,Slovakia
4380,Momo - Venom,1,,100,,30832,30832,Slovakia
4381,Shimmi - X,1,,77,,30823,30823,Slovakia
4382,SIMILIVINLIFE - zZz,1,,96,,30812,30812,Slovakia
4383,Calin - Chaser Bag,1,,137,,30806,30806,Slovakia
4384,Queen - Crazy Little Thing Called Love - Remastered 2011,4,,107,,8763,30806,Slovakia
4385,guapanova - JOJO,2,,87,,18501,30783,Slovakia
4386,Kina - Get You The Moon,4,,132,,8823,30772,Slovakia
4387,Eminem - I Will,2,,66,,19055,30760,Slovakia
4388,Drake - Blem,5,,43,,8216,30757,Slovakia
4389,Justin Bieber - Home To Mama,16,,34,,3281,30750,Slovakia
4390,Hook N Sling - If You're Hearing This,8,,108,,5118,30746,Slovakia
4391,6ix9ine - MALA,2,,146,,22724,30727,Slovakia
4392,Jack Harlow - Dua Lipa,2,,116,,17065,30707,Slovakia
4393,BLACKPINK - Lovesick Girls,2,,82,,18863,30697,Slovakia
4394,DJ Khaled - STAYING ALIVE,2,,125,,16020,30681,Slovakia
4395,$uicideboy$ - The Thin Grey Line,1,,118,,30671,30671,Slovakia
4396,Justin Bieber - Honest,2,,113,,17461,30671,Slovakia
4397,Klingande - Jubel,20,,24,,2162,30665,Slovakia
4398,Yzomandias - lepšie ako heroooin,1,,110,,30659,30659,Slovakia
4399,21 Savage - all of me,1,,67,,30627,30627,Slovakia
4400,Harry Styles - Sweet Creature,6,,46,,8346,30624,Slovakia
4401,Saul - Za Obzory,2,,53,,21022,30621,Slovakia
4402,21 Savage - sneaky,1,,68,,30595,30595,Slovakia
4403,Justin Bieber - Off My Face,2,,63,,19121,30592,Slovakia
4404,Ed Sheeran - The A Team,17,,82,,4516,30591,Slovakia
4405,Shawn Mendes - Why Why Why,1,,101,,30585,30585,Slovakia
4406,6ix9ine - LOCKED UP PT. 2,2,,60,,19115,30581,Slovakia
4407,Slipknot - Unsainted,3,,52,,13927,30563,Slovakia
4408,OneRepublic - Didn't I,3,,154,,11111,30562,Slovakia
4409,21 Savage - Runnin,2,,81,,18936,30550,Slovakia
4410,J. Cole - i n t e r l u d e,2,,82,,17233,30540,Slovakia
4411,Justin Bieber - Deserve You,2,,65,,18861,30535,Slovakia
4412,Playboi Carti - SOUTH ATLANTA BABY,1,,123,,30530,30530,Slovakia
4413,Rammstein - Zeit,2,,128,,16648,30507,Slovakia
4414,Bradley Cooper - Black Eyes,5,,136,,6675,30440,Slovakia
4415,Imagine Dragons - Bullet In A Gun,3,,43,,14687,30438,Slovakia
4416,Yzomandias - VÁHY,1,,61,,30413,30413,Slovakia
4417,Lorde - Solar Power,2,,80,,17546,30402,Slovakia
4418,"Panic! At The Disco - Hey Look Ma, I Made It",4,,124,,8269,30384,Slovakia
4419,The Weeknd - Enjoy The Show,1,,110,,30384,30384,Slovakia
4420,Liam Payne - Naughty List,2,,125,,17619,30380,Slovakia
4421,Porsche Boy - HENZAP,1,,129,,30358,30358,Slovakia
4422,Nerieš - Ako Včera,5,,56,,9887,30343,Slovakia
4423,Rihanna - American Oxygen,8,4.0,4,,8216,30338,Slovakia
4424,BTS - DNA,6,,72,,6192,30276,Slovakia
4425,Radikal Chef - Made in Sever,2,,118,,16355,30230,Slovakia
4426,Emma Drobna - Yeah Baby! (F*ck With Me),2,,63,,18816,30225,Slovakia
4427,¥$ - HOODRAT,1,,83,,30210,30210,Slovakia
4428,Ego - Neriešme,14,,95,,2574,30207,Slovakia
4429,Momo - Ten Čo To V Sebe Má,4,,49,,11469,30204,Slovakia
4430,Zara Larsson - Don't Worry Bout Me,4,,117,,8995,30197,Slovakia
4431,Joyner Lucas - Isis,3,,69,,12693,30174,Slovakia
4432,JP Cooper - She's On My Mind,9,,143,,3777,30166,Slovakia
4433,Michele Morrone - Hard For Me,3,,160,,10679,30145,Slovakia
4434,Kygo - Carry Me,16,,94,,2390,30119,Slovakia
4435,Taylor Swift - Say Don't Go (Taylor's Version) (From The Vault),1,,56,,30118,30118,Slovakia
4436,Drake - Wants and Needs,2,,80,,16338,30094,Slovakia
4437,Lorde - Homemade Dynamite,5,,66,,7258,30083,Slovakia
4438,BTS - ON,2,,49,,18616,30068,Slovakia
4439,Justin Bieber - Love You Different,2,,71,,18401,30066,Slovakia
4440,KACHI88 - Raise Your Hands High,1,,63,,30063,30063,Slovakia
4441,Miro Žbirka - Čistý svet,2,,111,,16151,30046,Slovakia
4442,Alesso - I Wanna Know,18,,86,,2431,30043,Slovakia
4443,José González - Heartbeats,25,,93,,1576,30034,Slovakia
4444,Kali - Oni si myslia,2,,80,,17208,29968,Slovakia
4445,Louane - Avenir,17,,75,,2650,29968,Slovakia
4446,Ariana Grande - everytime,3,,31,,14554,29949,Slovakia
4447,Yzomandias - Život Je Boj (Bude Hůř),3,,68,,13069,29948,Slovakia
4448,Drake - Family Matters,1,,104,,29926,29926,Slovakia
4449,Momo - Random,4,,45,,11933,29926,Slovakia
4450,H16 - Šalát,2,,69,,18190,29913,Slovakia
4451,Robin Zoot - Everyday,2,,164,,15534,29887,Slovakia
4452,Momo - Spotify,3,,56,,14938,29881,Slovakia
4453,Kendrick Lamar - man at the garden,1,,146,,29857,29857,Slovakia
4454,Ariana Grande - motive,2,,71,,18167,29856,Slovakia
4455,Lana Del Rey - High By The Beach,15,,45,,3409,29815,Slovakia
4456,Yzomandias - Míša Boček Flexx,1,,56,,29785,29785,Slovakia
4457,Radikal Chef - Samozrejme,2,,106,,16902,29784,Slovakia
4458,Karlo - Čaba Neblázni,3,,86,,11062,29775,Slovakia
4459,Playboi Carti - @ MEH,2,,49,,20182,29761,Slovakia
4460,Ego - Zijeme len raz,2,,163,,14975,29750,Slovakia
4461,Playboi Carti - WALK,1,,131,,29735,29735,Slovakia
4462,Jack Ü - Mind,16,,83,,2379,29703,Slovakia
4463,Karlo - Oko,2,,54,,20136,29701,Slovakia
4464,Pitbull - Hey Ma,10,,114,,3622,29696,Slovakia
4465,Tiagz - They Call Me Tiago (Her Name Is Margo),3,,159,,10185,29688,Slovakia
4466,Juice WRLD - Hate The Other Side,2,,91,,16652,29664,Slovakia
4467,"Radikal Chef - Bling, bling, bling",2,,123,,15874,29650,Slovakia
4468,Moja Reč - Nad ránom,2,,160,,16117,29640,Slovakia
4469,Shawn Mendes - Where Were You In The Morning?,4,,43,,10912,29585,Slovakia
4470,Radikal Chef - Tvrdohlavý cock,3,,57,,12392,29577,Slovakia
4471,"Olivia Rodrigo - 1 step forward, 3 steps back",2,,97,,17462,29549,Slovakia
4472,STEIN27 - Ne,2,,123,,15433,29547,Slovakia
4473,Kali - Zabudni,8,,79,,5938,29540,Slovakia
4474,Conrad Sewell - Hold Me Up,10,,51,,3610,29532,Slovakia
4475,Miro Žbirka - Mam rad,2,,114,,15980,29526,Slovakia
4476,Horkýže Slíže - Rampa,2,,97,,17348,29494,Slovakia
4477,One Direction - End of the Day,9,,15,,8174,29442,Slovakia
4478,Twenty One Pilots - Choker,2,,88,,16551,29415,Slovakia
4479,Future - First Off,3,,89,,10198,29410,Slovakia
4480,Strapo - Taksi Pekný,4,,67,,9800,29345,Slovakia
4481,Luca Brassi10x - HHŽ,1,,118,,29335,29335,Slovakia
4482,J. Cole - p r i d e . i s . t h e . d e v i l,2,,84,,17007,29330,Slovakia
4483,Dalyb - Rodicia,4,,74,,9030,29327,Slovakia
4484,Rida Radar - Back to the Roots,2,,137,,19014,29267,Slovakia
4485,Konex - ICE,2,,66,,17290,29249,Slovakia
4486,Kamil Hoffmann - Dýchať,2,,68,,17063,29238,Slovakia
4487,DMS - Ďalšia Špina,16,,83,,2412,29213,Slovakia
4488,The Chainsmokers - Kills You Slowly,3,,68,,12003,29194,Slovakia
4489,MILION+ - SEDM - Remix,2,,28,,18355,29172,Slovakia
4490,Saimonsa - Démon,2,,125,,14607,29168,Slovakia
4491,Porsche Boy - Pompim,2,,62,,16746,29163,Slovakia
4492,Hard Rico - Amnezia,2,,132,,15808,29156,Slovakia
4493,Mac Miller - Self Care,4,,58,,10201,29150,Slovakia
4494,Wiz Khalifa - Hopeless Romantic,6,,117,,6120,29064,Slovakia
4495,Don Toliver - Had Enough,2,,44,,19040,29059,Slovakia
4496,Pil C - Nesmrtelní,4,,35,,11707,29045,Slovakia
4497,Hard Rico - LOVE MÁM V BATOHU,1,,115,,29044,29044,Slovakia
4498,5 Seconds of Summer - No Shame,2,,58,,16864,29014,Slovakia
4499,Miro Žbirka - Nespalme to krasne v nas,2,,113,,16023,29002,Slovakia
4500,Radikal Chef - Britanny Murphy,3,,60,,12184,29000,Slovakia
4501,Rytmus - Sanel,3,,80,,10878,28986,Slovakia
4502,Taylor Swift - I Can Fix Him (No Really I Can),1,,123,,28920,28920,Slovakia
4503,Radikal Chef - Santorini,3,,58,,12376,28869,Slovakia
4504,MILION+ - MILION+ BANDANA,2,,29,,18138,28833,Slovakia
4505,Katy Perry - Cozy Little Christmas,2,,124,,17815,28820,Slovakia
4506,Ben Cristovao - Její pu$$y best,1,,56,,28785,28785,Slovakia
4507,Nik Tendo - Havin Fun,1,,110,,28779,28779,Slovakia
4508,21 Savage - pop ur shit,1,,82,,28778,28778,Slovakia
4509,Andy Williams - Happy Holiday / The Holiday Season,1,,183,,28770,28770,Slovakia
4510,Lil Peep - The Brightside,6,,70,,7164,28766,Slovakia
4511,KIDS SEE GHOSTS - Reborn,3,,31,,13223,28749,Slovakia
4512,Separ - Prosecco,6,,63,,7823,28747,Slovakia
4513,Migos - Straightenin,2,,102,,15728,28713,Slovakia
4514,¥$ - PROBLEMATIC,1,,96,,28709,28709,Slovakia
4515,Porsche Boy - čas,1,,130,,28681,28681,Slovakia
4516,Post Malone - Sugar Wraith,4,,49,,11069,28570,Slovakia
4517,Jaromír Vomáčka - Veselé Vánoce,1,,180,,28553,28553,Slovakia
4518,Luca Brassi10x - 247 Rdy,1,,127,,28545,28545,Slovakia
4519,Playboi Carti - OVERLY,1,,145,,28533,28533,Slovakia
4520,Julia Michaels - Uh Huh,6,,68,,5789,28504,Slovakia
4521,Imagine Dragons - Cool Out,3,,45,,14168,28504,Slovakia
4522,Kendrick Lamar - United In Grief,1,,40,,28448,28448,Slovakia
4523,Kanye West - On God,2,,37,,19702,28435,Slovakia
4524,Grey256 - Safe,2,,149,,15236,28428,Slovakia
4525,Travis Scott - WAKE UP,3,,24,,16496,28404,Slovakia
4526,Ariana Grande - fake smile,2,,29,,19133,28403,Slovakia
4527,Daya - Words,9,,71,,3717,28397,Slovakia
4528,WEN - Azurit,1,,120,,28378,28378,Slovakia
4529,Drake - Virginia Beach,1,,58,,28373,28373,Slovakia
4530,"Taylor Swift - ""Slut!"" (Taylor's Version) (From The Vault)",1,,64,,28357,28357,Slovakia
4531,Justin Bieber - Get Me,2,,60,,16611,28351,Slovakia
4532,Radikal Chef - SiSexyNoAjTakJeZaseKoniec,1,,94,,28350,28350,Slovakia
4533,Pia Mia - Do It Again,18,,68,,2068,28337,Slovakia
4534,Robinson - Nothing to Regret,6,,119,,5620,28331,Slovakia
4535,Måneskin - VALENTINE,1,,60,,28316,28316,Slovakia
4536,Marshmello - Project Dreams,4,,147,,7583,28283,Slovakia
4537,Hozier - Almost (Sweet Music),4,,158,,7363,28281,Slovakia
4538,Yzomandias - SUCKER FREE,1,,71,,28263,28263,Slovakia
